ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,start_position,end_position,strand,description
ENSG00000225354,RPL7AP52,processed_pseudogene,10,94882554,94883343,1,ribosomal protein L7a pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:36233]
ENSG00000226990,,lncRNA,10,8329226,8463531,1,novel transcript
ENSG00000227183,HDGFP1,processed_pseudogene,X,131646639,131646890,1,heparin binding growth factor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31836]
ENSG00000227454,MTND4P30,unprocessed_pseudogene,2,202617983,202618881,1,MT-ND4 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:42217]
ENSG00000227837,TRIM60P11Y,processed_pseudogene,Y,24691791,24692932,1,"tripartite motif containing 60 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38463]"
ENSG00000228983,SLC47A1P1,transcribed_unprocessed_pseudogene,17,19579989,19595929,1,SLC47A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51849]
ENSG00000229241,PNPT1P1,processed_pseudogene,3,3981981,3984295,-1,polyribonucleotide nucleotidyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44468]
ENSG00000229320,KRT8P12,transcribed_processed_pseudogene,3,160567852,160569248,1,keratin 8 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:28057]
ENSG00000229629,,processed_pseudogene,10,102089968,102090062,1,transcription elongation factor B (SIII) pseudogene
ENSG00000231366,RPS26P40,processed_pseudogene,10,70794230,70794523,-1,ribosomal protein S26 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:36906]
ENSG00000232727,YWHAEP1,transcribed_processed_pseudogene,7,64433830,64434592,1,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49442]
ENSG00000236204,LINC01376,lncRNA,2,18985786,19348074,-1,long intergenic non-protein coding RNA 1376 [Source:HGNC Symbol;Acc:HGNC:50637]
ENSG00000236680,PSMC3P1,processed_pseudogene,9,19026892,19028129,1,"proteasome 26S subunit, ATPase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9550]"
ENSG00000236750,,transcribed_processed_pseudogene,2,95641634,95641980,-1,pseudogene similar to part of Cdon homolog (mouse) (CDON)
ENSG00000237252,MMADHCP1,processed_pseudogene,X,76222637,76223097,1,MMADHC pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54996]
ENSG00000238249,HMGN2P17,processed_pseudogene,1,8893409,8894151,1,high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381]
ENSG00000239689,RPL17P46,processed_pseudogene,18,50823577,50824120,1,ribosomal protein L17 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:36202]
ENSG00000241388,HNF1A-AS1,lncRNA,12,120941723,120980968,-1,HNF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26785]
ENSG00000241597,,processed_pseudogene,5,98954394,98954972,1,ribosomal protein S9 (RPS9) pseudogene
ENSG00000242266,RN7SL456P,misc_RNA,7,147940007,147940301,1,"RNA, 7SL, cytoplasmic 456, pseudogene [Source:HGNC Symbol;Acc:HGNC:46472]"
ENSG00000242308,MAT2AP1,unprocessed_pseudogene,3,112696908,112697706,-1,MAT2A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56476]
ENSG00000248167,TRIM39-RPP21,protein_coding,6,30328907,30346854,1,TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:HGNC:38845]
ENSG00000248243,LINC02014,lncRNA,3,130086132,130095921,-1,long intergenic non-protein coding RNA 2014 [Source:HGNC Symbol;Acc:HGNC:52849]
ENSG00000249521,LINC02114,lncRNA,5,4773435,4774865,1,long intergenic non-protein coding RNA 2114 [Source:HGNC Symbol;Acc:HGNC:52968]
ENSG00000250133,HOXC-AS2,lncRNA,12,53993810,53996785,-1,HOXC cluster antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:43750]
ENSG00000252069,Y_RNA,misc_RNA,X,109744643,109744749,-1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000252139,,scaRNA,18,49814361,49814443,1,
ENSG00000252186,RNU6-781P,snRNA,12,6709452,6709552,1,"RNA, U6 small nuclear 781, pseudogene [Source:HGNC Symbol;Acc:HGNC:47744]"
ENSG00000252275,RNU7-192P,snRNA,4,188716665,188716725,-1,"RNA, U7 small nuclear 192 pseudogene [Source:HGNC Symbol;Acc:HGNC:45726]"
ENSG00000252884,RNU6-1213P,snRNA,8,80405516,80405609,1,"RNA, U6 small nuclear 1213, pseudogene [Source:HGNC Symbol;Acc:HGNC:48176]"
ENSG00000253123,,lncRNA,8,37326538,37331991,-1,novel transcript
ENSG00000253947,,lncRNA,5,167965187,167967086,-1,novel transcript
ENSG00000254622,NAV2-AS4,lncRNA,11,19510888,19524083,-1,NAV2 antisense RNA 4 [Source:HGNC Symbol;Acc:HGNC:40741]
ENSG00000254660,,processed_pseudogene,11,56509573,56510195,1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) (UCHL1) pseudogene
ENSG00000254732,,protein_coding,11,57741779,57804771,1,"novel protein, C11orf31-CTNND1 readthrough"
ENSG00000255005,,lncRNA,11,85916502,85923682,-1,novel transcript
ENSG00000255273,VPS51P14,processed_pseudogene,8,7082971,7083328,1,VPS51 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:56446]
ENSG00000255336,,unprocessed_pseudogene,11,105246880,105247060,-1,olfactory receptor pseudogene
ENSG00000257543,,lncRNA,12,101408372,101409060,-1,novel transcript
ENSG00000258051,,processed_pseudogene,12,48160245,48160878,-1,SCO cytochrome oxidase deficient homolog 1 (yeast) (SCO1) pseudogene
ENSG00000258511,LINC02295,lncRNA,14,98135776,98163289,1,long intergenic non-protein coding RNA 2295 [Source:HGNC Symbol;Acc:HGNC:53211]
ENSG00000258619,,processed_pseudogene,14,32241524,32243093,-1,HERV-FRD provirus ancestral Env polyprotein (ERVFRDE1) pseudogene
ENSG00000259443,,lncRNA,15,20773084,20774871,1,novel transcript
ENSG00000260865,,transcribed_processed_pseudogene,16,58597589,58597945,-1,chromosome 10 open reading frame 57 (C10orf57) pseudogene
ENSG00000262461,SPDYE9,protein_coding,7,73075972,73086038,-1,speedy/RINGO cell cycle regulator family member E9 [Source:HGNC Symbol;Acc:HGNC:45034]
ENSG00000269244,RPL23AP78,processed_pseudogene,19,8728735,8729204,-1,ribosomal protein L23a pseudogene 78 [Source:HGNC Symbol;Acc:HGNC:35518]
ENSG00000269316,RAD54L2P1,processed_pseudogene,19,22609606,22610601,1,RAD54L2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54570]
ENSG00000269405,NXF2,protein_coding,X,102247167,102326722,1,nuclear RNA export factor 2 [Source:HGNC Symbol;Acc:HGNC:8072]
ENSG00000270574,,lncRNA,2,178578790,178580906,1,"novel transcript, antisense to titin"
ENSG00000270659,,lncRNA,2,213151965,213153738,1,novel transcript
ENSG00000273297,LINC03060,lncRNA,7,134368737,134432598,-1,long intergenic non-protein coding RNA 3060 [Source:HGNC Symbol;Acc:HGNC:56367]
ENSG00000275896,PRSS2,protein_coding,7,142760398,142774564,1,serine protease 2 [Source:HGNC Symbol;Acc:HGNC:9483]
ENSG00000276110,,lncRNA,1,150255095,150259933,-1,"novel transcript, antisense to CA14"
ENSG00000277083,PRSS3P3,transcribed_unitary_pseudogene,7,142287251,142289781,-1,PRSS3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43790]
ENSG00000280217,,TEC,12,131235511,131237523,1,novel transcript
ENSG00000280367,,TEC,11,90223153,90226538,1,novel transcript
ENSG00000048140,TSPAN17,protein_coding,5,176647387,176659058,1,tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]
ENSG00000079974,RABL2B,protein_coding,22,50767491,50783760,-1,"RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]"
ENSG00000087152,ATXN7L3,protein_coding,17,44191805,44200961,-1,ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]
ENSG00000089685,BIRC5,protein_coding,17,78214186,78225636,1,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]
ENSG00000112530,PACRG,protein_coding,6,162727132,163315500,1,parkin coregulated [Source:HGNC Symbol;Acc:HGNC:19152]
ENSG00000120054,CPN1,protein_coding,10,100042193,100081907,-1,carboxypeptidase N subunit 1 [Source:HGNC Symbol;Acc:HGNC:2312]
ENSG00000120093,HOXB3,protein_coding,17,48548870,48604912,-1,homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114]
ENSG00000124449,IRGC,protein_coding,19,43716076,43720021,1,immunity related GTPase cinema [Source:HGNC Symbol;Acc:HGNC:28835]
ENSG00000125375,DMAC2L,protein_coding,14,50312301,50335558,1,distal membrane arm assembly component 2 like [Source:HGNC Symbol;Acc:HGNC:18799]
ENSG00000130779,CLIP1,protein_coding,12,122271432,122422778,-1,CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
ENSG00000131747,TOP2A,protein_coding,17,40388525,40417896,-1,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
ENSG00000134028,ADAMDEC1,protein_coding,8,24384285,24406013,1,ADAM like decysin 1 [Source:HGNC Symbol;Acc:HGNC:16299]
ENSG00000137673,MMP7,protein_coding,11,102520508,102530853,-1,matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174]
ENSG00000140961,OSGIN1,protein_coding,16,83931311,83966333,1,oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]
ENSG00000148584,A1CF,protein_coding,10,50799409,50885716,-1,APOBEC1 complementation factor [Source:HGNC Symbol;Acc:HGNC:24086]
ENSG00000148773,MKI67,protein_coding,10,128096659,128126448,-1,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
ENSG00000154025,SLC5A10,protein_coding,17,18950345,19022595,1,solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155]
ENSG00000162882,HAAO,protein_coding,2,42765709,42792941,-1,"3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]"
ENSG00000162931,TRIM17,protein_coding,1,228406860,228416902,-1,tripartite motif containing 17 [Source:HGNC Symbol;Acc:HGNC:13430]
ENSG00000163347,CLDN1,protein_coding,3,190305707,190322446,-1,claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
ENSG00000163646,CLRN1,protein_coding,3,150926163,150972727,-1,clarin 1 [Source:HGNC Symbol;Acc:HGNC:12605]
ENSG00000166592,RRAD,protein_coding,16,66921682,66926308,-1,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]"
ENSG00000169508,GPR183,protein_coding,13,99294273,99307474,-1,G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]
ENSG00000169951,ZNF764,protein_coding,16,30553764,30558374,-1,zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]
ENSG00000173261,PLAC8L1,protein_coding,5,146084313,146105577,-1,PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746]
ENSG00000180806,HOXC9,protein_coding,12,53994895,54003337,1,homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130]
ENSG00000185634,SHC4,protein_coding,15,48823741,48963919,-1,SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]
ENSG00000196071,OR2L13,protein_coding,1,248095184,248101163,1,olfactory receptor family 2 subfamily L member 13 [Source:HGNC Symbol;Acc:HGNC:19578]
ENSG00000196220,SRGAP3,protein_coding,3,8980591,9363053,-1,SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]
ENSG00000196456,ZNF775,protein_coding,7,150368790,150398634,1,zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]
ENSG00000199410,Y_RNA,misc_RNA,X,16912215,16912317,-1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000201433,RNU6-335P,snRNA,4,183675603,183675715,-1,"RNA, U6 small nuclear 335, pseudogene [Source:HGNC Symbol;Acc:HGNC:47298]"
ENSG00000203585,LINC02408,lncRNA,12,67443105,67590771,1,long intergenic non-protein coding RNA 2408 [Source:HGNC Symbol;Acc:HGNC:53337]
ENSG00000205037,,lncRNA,16,88076950,88101504,-1,novel transcript
ENSG00000206718,RNU6-546P,snRNA,2,155330421,155330527,1,"RNA, U6 small nuclear 546, pseudogene [Source:HGNC Symbol;Acc:HGNC:47509]"
ENSG00000207257,RNU6-18P,snRNA,15,32284152,32284258,1,"RNA, U6 small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:34262]"
ENSG00000207383,Y_RNA,misc_RNA,2,112579484,112579584,-1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000211952,IGHV4-28,IG_V_gene,14,106324254,106324760,-1,immunoglobulin heavy variable 4-28 [Source:HGNC Symbol;Acc:HGNC:5645]
ENSG00000213003,BTF3P12,processed_pseudogene,8,70273369,70273837,1,basic transcription factor 3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:1127]
ENSG00000213246,SUPT4H1,protein_coding,17,58345175,58353093,-1,"SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]"
ENSG00000213779,RPL29P21,processed_pseudogene,11,17193489,17194308,1,ribosomal protein L29 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:36322]
ENSG00000218631,,transcribed_processed_pseudogene,6,157372556,157373171,-1,novel pseudogene
ENSG00000222068,RN7SKP154,misc_RNA,2,133391109,133391398,-1,RN7SK pseudogene 154 [Source:HGNC Symbol;Acc:HGNC:45878]
ENSG00000223649,,lncRNA,1,211492255,211492917,1,novel transcript
ENSG00000224157,HCG14,lncRNA,6,28896428,28897322,1,HLA complex group 14 [Source:HGNC Symbol;Acc:HGNC:18323]
ENSG00000224761,CCNYL4,transcribed_unprocessed_pseudogene,10,38175990,38212417,1,cyclin Y like 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:54655]
ENSG00000226622,,lncRNA,2,62533681,62662829,-1,novel transcript
ENSG00000228021,,lncRNA,10,125683211,125717616,1,novel transcript
ENSG00000228157,,lncRNA,17,19088600,19096837,1,novel transcript
ENSG00000231005,RPL39P39,processed_pseudogene,20,57328546,57328696,1,ribosomal protein L39 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:36514]
ENSG00000231015,,lncRNA,20,24679547,24680991,1,novel transcript
ENSG00000231606,,lncRNA,1,14221887,14304445,-1,novel transcript
ENSG00000232593,KANTR,protein_coding,X,53094142,53170914,1,KANTR integral membrane protein [Source:HGNC Symbol;Acc:HGNC:49510]
ENSG00000232768,,processed_pseudogene,1,31050872,31051034,1,ribosomal protein S29 (RPS29) pseudogene
ENSG00000232834,,processed_pseudogene,X,27847588,27847939,-1,pseudogene similar to part of adipose differentiation-related protein (ADFP)
ENSG00000233452,STXBP5-AS1,lncRNA,6,146824501,147204677,-1,STXBP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44183]
ENSG00000235538,,lncRNA,6,163671577,163809817,1,novel transcript
ENSG00000237963,PRXL2CP1,processed_pseudogene,X,65356890,65357547,-1,PRXL2C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54977]
ENSG00000238065,LRRC57P1,processed_pseudogene,2,140898423,140899106,1,LRRC57 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54680]
ENSG00000238645,,snoRNA,16,53334562,53334664,1,
ENSG00000240973,,lncRNA,7,115679342,115682669,-1,novel transcript
ENSG00000242307,RPS26P52,processed_pseudogene,16,13922332,13922679,-1,ribosomal protein S26 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:36863]
ENSG00000244716,RPL17P7,processed_pseudogene,1,108992282,108992836,1,ribosomal protein L17 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36005]
ENSG00000247728,ARHGAP11B-DT,lncRNA,15,30481013,30626012,-1,ARHGAP11B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55586]
ENSG00000248608,,transcribed_processed_pseudogene,4,25504997,25506675,1,inositol-3-phosphate synthase 1 (ISYNA1) pseudogene
ENSG00000250342,SNRPCP16,processed_pseudogene,4,9051842,9052051,-1,small nuclear ribonucleoprotein polypeptide C pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:49831]
ENSG00000252242,RNU7-115P,snRNA,17,64825765,64825819,-1,"RNA, U7 small nuclear 115 pseudogene [Source:HGNC Symbol;Acc:HGNC:45649]"
ENSG00000253428,LINC01942,lncRNA,5,173689444,173778810,1,long intergenic non-protein coding RNA 1942 [Source:HGNC Symbol;Acc:HGNC:52766]
ENSG00000254153,LINC02950,lncRNA,8,8449664,8461490,-1,long intergenic non-protein coding RNA 2950 [Source:HGNC Symbol;Acc:HGNC:55965]
ENSG00000254500,RANP3,processed_pseudogene,11,74652636,74652911,1,RAN pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39858]
ENSG00000255001,,processed_pseudogene,11,50290749,50290933,1,novel pseudogene
ENSG00000257489,,transcribed_unprocessed_pseudogene,12,100180553,100199762,-1,"TBC1 domain family, member 2B (TBC1D2B) pseudogene"
ENSG00000258753,,lncRNA,14,54470709,54471218,1,novel transcript
ENSG00000259081,,lncRNA,14,76774284,76781518,-1,novel transcript
ENSG00000259633,UBE2Q2P8,unprocessed_pseudogene,15,84255913,84256014,1,UBE2Q2 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:49521]
ENSG00000263556,RN7SL383P,misc_RNA,5,44716193,44716486,1,"RNA, 7SL, cytoplasmic 383, pseudogene [Source:HGNC Symbol;Acc:HGNC:46399]"
ENSG00000265374,LINC01908,lncRNA,18,27223442,27346184,1,long intergenic non-protein coding RNA 1908 [Source:HGNC Symbol;Acc:HGNC:52727]
ENSG00000265519,,lncRNA,17,15787787,15788205,-1,novel transcript
ENSG00000266985,,lncRNA,19,33555568,33557470,1,novel transcript
ENSG00000267773,,unprocessed_pseudogene,18,11644336,11644824,1,"solute carrier family 35, member G4 (SLC35G4) pseudogene"
ENSG00000268266,PKMYT1AR,lncRNA,19,57477308,57482996,1,PKMYT1 associated lncRNA [Source:HGNC Symbol;Acc:HGNC:56847]
ENSG00000270190,,lncRNA,2,111266868,111267473,-1,novel transcript
ENSG00000270207,,lncRNA,3,7569999,7790482,-1,"novel transcript, antisense to GRM7"
ENSG00000271657,,processed_pseudogene,2,62168862,62171163,1,"phosphatidylinositol glycan anchor biosynthesis, class P (PIGP) pseudogene"
ENSG00000272380,MIR3976,miRNA,18,5840695,5840833,1,microRNA 3976 [Source:HGNC Symbol;Acc:HGNC:41578]
ENSG00000273637,,lncRNA,1,38839333,38874494,-1,novel transcript
ENSG00000273987,,lncRNA,12,75333798,75334486,-1,"novel transcript, sense intronic to CAPS2"
ENSG00000275569,,lncRNA,14,56305838,56306394,1,novel transcript
ENSG00000276014,RN7SL301P,misc_RNA,17,36110150,36110447,1,"RNA, 7SL, cytoplasmic 301, pseudogene [Source:HGNC Symbol;Acc:HGNC:46317]"
ENSG00000276916,,lncRNA,13,113511747,113514473,1,"novel transcript, sense intronic"
ENSG00000277502,,misc_RNA,2,206160843,206161024,1,
ENSG00000279180,,TEC,12,128288159,128289056,1,novel transcript
ENSG00000281863,,snoRNA,3,8931495,8931632,1,
ENSG00000283010,,lncRNA,6,98829967,98835057,-1,novel transcript
ENSG00000283392,,lncRNA,3,14602035,14641443,1,novel transcript
ENSG00000283513,MIR941-3,miRNA,20,63919561,63919632,1,microRNA 941-3 [Source:HGNC Symbol;Acc:HGNC:33686]
ENSG00000076706,MCAM,protein_coding,11,119307972,119321521,-1,melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]
ENSG00000082512,TRAF5,protein_coding,1,211326325,211375036,1,TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
ENSG00000104164,BLOC1S6,protein_coding,15,45587214,45615945,1,biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]
ENSG00000111727,HCFC2,protein_coding,12,104064531,104106525,1,host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]
ENSG00000115041,KCNIP3,protein_coding,2,95297327,95386081,1,potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]
ENSG00000124532,MRS2,protein_coding,6,24402908,24426194,1,magnesium transporter MRS2 [Source:HGNC Symbol;Acc:HGNC:13785]
ENSG00000126581,BECN1,protein_coding,17,42809870,42833350,-1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]
ENSG00000129003,VPS13C,protein_coding,15,61852389,62060473,-1,vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]
ENSG00000134330,IAH1,protein_coding,2,9473658,9496543,1,isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]
ENSG00000134900,TPP2,protein_coding,13,102596958,102679958,1,tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016]
ENSG00000136918,WDR38,protein_coding,9,124853266,124859132,1,WD repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:23745]
ENSG00000144048,DUSP11,protein_coding,2,73761782,73780173,-1,dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]
ENSG00000147485,PXDNL,protein_coding,8,51319577,51809462,-1,peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ENSG00000149182,ARFGAP2,protein_coding,11,47164299,47177474,-1,ARF GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:13504]
ENSG00000151468,CCDC3,protein_coding,10,12896625,13099652,-1,coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]
ENSG00000154783,FGD5,protein_coding,3,14810518,14934571,1,"FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]"
ENSG00000162779,AXDND1,protein_coding,1,179365720,179554735,1,axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]
ENSG00000164300,SERINC5,protein_coding,5,80111228,80256048,-1,serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]
ENSG00000165288,BRWD3,protein_coding,X,80669503,80809877,-1,bromodomain and WD repeat domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17342]
ENSG00000169484,OR4K14,protein_coding,14,20014143,20019307,-1,olfactory receptor family 4 subfamily K member 14 [Source:HGNC Symbol;Acc:HGNC:15352]
ENSG00000173673,HES3,protein_coding,1,6244179,6245578,1,hes family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:26226]
ENSG00000176183,,processed_pseudogene,5,98338744,98339832,1,"actin, beta (ACTB) pseudogene"
ENSG00000176231,OR10H4,protein_coding,19,15944299,15950350,1,olfactory receptor family 10 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15388]
ENSG00000180479,ZNF571,protein_coding,19,37554782,37595134,-1,zinc finger protein 571 [Source:HGNC Symbol;Acc:HGNC:25000]
ENSG00000182348,ZNF804B,protein_coding,7,88759700,89338528,1,zinc finger protein 804B [Source:HGNC Symbol;Acc:HGNC:21958]
ENSG00000182957,SPATA13,protein_coding,13,23979805,24307074,1,spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
ENSG00000184188,,processed_pseudogene,5,80299678,80302847,-1,"actin, beta (ACTB) pseudogene"
ENSG00000185448,FAM47A,protein_coding,X,34129752,34132314,-1,family with sequence similarity 47 member A [Source:HGNC Symbol;Acc:HGNC:29962]
ENSG00000186141,POLR3C,protein_coding,1,145823959,145844721,1,RNA polymerase III subunit C [Source:HGNC Symbol;Acc:HGNC:30076]
ENSG00000186803,IFNA10,protein_coding,9,21206181,21207143,-1,interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]
ENSG00000194297,RNU1-75P,snRNA,1,119331397,119331525,-1,"RNA, U1 small nuclear 75, pseudogene [Source:HGNC Symbol;Acc:HGNC:48417]"
ENSG00000200176,RNU1-19P,snRNA,10,86889569,86889733,1,"RNA, U1 small nuclear 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:41945]"
ENSG00000201675,SNORD32A,snoRNA,19,49489965,49490048,1,"small nucleolar RNA, C/D box 32A [Source:HGNC Symbol;Acc:HGNC:10159]"
ENSG00000204291,COL15A1,protein_coding,9,98942680,99070797,1,collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]
ENSG00000204872,NAT8B,unitary_pseudogene,2,73700622,73701305,-1,"N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]"
ENSG00000204913,LRRC3C,protein_coding,17,39927732,39944999,1,leucine rich repeat containing 3C [Source:HGNC Symbol;Acc:HGNC:40034]
ENSG00000205155,PSENEN,protein_coding,19,35745070,35747519,1,"presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]"
ENSG00000207129,RNA5SP187,rRNA_pseudogene,5,88274258,88274376,-1,"RNA, 5S ribosomal pseudogene 187 [Source:HGNC Symbol;Acc:HGNC:43087]"
ENSG00000207313,SNORA2B,snoRNA,12,48667457,48667593,-1,"small nucleolar RNA, H/ACA box 2B [Source:HGNC Symbol;Acc:HGNC:32585]"
ENSG00000212719,LINC02693,lncRNA,17,21428263,21574517,-1,long intergenic non-protein coding RNA 2693 [Source:HGNC Symbol;Acc:HGNC:27904]
ENSG00000213484,EIF4A1P8,processed_pseudogene,10,92136875,92138370,1,eukaryotic translation initiation factor 4A1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37927]
ENSG00000214326,RPL31P1,processed_pseudogene,21,43551229,43551600,1,ribosomal protein L31 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10335]
ENSG00000214578,HMGN2P15,processed_pseudogene,17,42753530,42753799,-1,high mobility group nucleosomal binding domain 2 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:39020]
ENSG00000215086,NPM1P24,processed_pseudogene,10,72917641,72918534,-1,nucleophosmin 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:45097]
ENSG00000215372,ZNF705G,protein_coding,8,7355517,7385558,-1,zinc finger protein 705G [Source:HGNC Symbol;Acc:HGNC:37134]
ENSG00000216352,,processed_pseudogene,6,80555841,80557189,-1,citrate synthase (CS) pseudogene
ENSG00000220267,ACTBP8,processed_pseudogene,6,88275882,88276989,-1,ACTB pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:141]
ENSG00000222465,RNU2-5P,snRNA,9,70188571,70188750,-1,"RNA, U2 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:10155]"
ENSG00000225493,LINC01107,lncRNA,2,238498678,238555054,-1,long intergenic non-protein coding RNA 1107 [Source:HGNC Symbol;Acc:HGNC:49229]
ENSG00000226567,LINC00606,lncRNA,3,10759350,10764307,-1,long intergenic non-protein coding RNA 606 [Source:HGNC Symbol;Acc:HGNC:43931]
ENSG00000227585,,processed_pseudogene,1,221549786,221550643,-1,"solute carrier family 35, member E3 (SLC35E3) pseudogene"
ENSG00000227681,,lncRNA,6,147660700,147953937,1,novel transcript
ENSG00000230748,PRELID1P7,processed_pseudogene,1,165497724,165498348,1,PRELID1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:54772]
